gene_human,gene_mouse,entrez_id_human,MGI,entrez_id_mouse,pleiotropy_HPO,pleiotropy_MPO
AGXT2,Agxt2,64902,MGI:2146052,268782.0,,1.0
AHCTF1,Ahctf1,25909,MGI:1915033,226747.0,,1.0
AHCYL1,Ahcyl1,10768,MGI:2385184,229709.0,,1.0
AHCYL2,Ahcyl2,23382,MGI:1921590,74340.0,,
AHDC1,Ahdc1,27245,MGI:2444218,230793.0,1.0,
AHI1,Ahi1,54806,MGI:87971,52906.0,2.0,2.0
AHNAK,Ahnak,79026,MGI:1316648,66395.0,,1.0
AHNAK2,Ahnak2,113146,MGI:2144831,100041194.0,,
AHR,Ahr,196,MGI:105043,11622.0,1.0,2.0
AHRR,Ahrr,57491,MGI:1333776,11624.0,,1.0
AHSA1,Ahsa1,10598,MGI:2387603,217737.0,,1.0
AHSA2P,Ahsa2,130872,MGI:1916133,268390.0,,0.0
AHSG,Ahsg,197,MGI:107189,11625.0,1.0,1.0
AHSP,Ahsp,51327,MGI:2158492,170812.0,,1.0
AICDA,Aicda,57379,MGI:1342279,11628.0,1.0,2.0
AIDA,Aida,64853,MGI:1919737,108909.0,,1.0
AIF1,Aif1,199,MGI:1343098,11629.0,,2.0
AIF1L,Aif1l,83543,MGI:1919598,108897.0,,1.0
AIFM1,Aifm1,9131,MGI:1349419,26926.0,1.0,2.0
AIFM2,Aifm2,84883,MGI:1918611,71361.0,,0.0
AIFM3,Aifm3,150209,MGI:1919418,72168.0,,0.0
AIG1,Aig1,51390,MGI:1913503,66253.0,,0.0
AIM2,Aim2,9447,MGI:2686159,383619.0,,2.0
AIMP1,Aimp1,9255,MGI:102774,13722.0,1.0,2.0
AIMP2,Aimp2,7965,MGI:2385237,231872.0,1.0,0.0
AIP,Aip,9049,MGI:109622,11632.0,2.0,2.0
AIPL1,Aipl1,23746,MGI:2148800,114230.0,1.0,1.0
AIRE,Aire,326,MGI:1338803,11634.0,2.0,2.0
AIRN,Airn,100271873,MGI:1353471,104103.0,,1.0
AJAP1,Ajap1,55966,MGI:2685419,230959.0,,1.0
AJM1,Ajm1,389813,MGI:2685842,381353.0,,
AJUBA,Ajuba,84962,MGI:1341886,16475.0,,1.0
AK1,Ak1,203,MGI:87977,11636.0,0.0,1.0
AK2,Ak2,204,MGI:87978,11637.0,1.0,1.0
AK3,Ak3,50808,MGI:1860835,56248.0,,0.0
AK4,Ak4,205,MGI:87979,11639.0,,
AK5,Ak5,26289,MGI:2677491,229949.0,,
AK6,Ak6,102157402,MGI:5510732,102216272.0,,
AK7,Ak7,122481,MGI:1926051,78801.0,0.0,2.0
AK8,Ak8,158067,MGI:1916120,68870.0,,0.0
AK9,Ak9,221264,MGI:2685080,633979.0,1.0,
AKAIN1,Akain1,642597,MGI:2444600,320722.0,,
AKAP1,Akap1,8165,MGI:104729,11640.0,,0.0
AKAP10,Akap10,11216,MGI:1890218,56697.0,,1.0
AKAP11,Akap11,11215,MGI:2684060,219181.0,,2.0
AKAP12,Akap12,9590,MGI:1932576,83397.0,,2.0
AKAP13,Akap13,11214,MGI:2676556,75547.0,,2.0
AKAP14,Akap14,158798,MGI:3618288,434756.0,,
AKAP3,Akap3,10566,MGI:1341149,11642.0,,1.0
AKAP4,Akap4,8852,MGI:102794,11643.0,,1.0
AKAP5,Akap5,9495,MGI:2685104,238276.0,,1.0
AKAP6,Akap6,9472,MGI:3050566,238161.0,,1.0
AKAP7,Akap7,9465,MGI:1859150,432442.0,,0.0
AKAP8,Akap8,10270,MGI:1928488,56399.0,,1.0
AKAP8L,Akap8l,26993,MGI:1860606,54194.0,,1.0
AKAP9,Akap9,10142,MGI:2178217,100986.0,1.0,2.0
AKIP1,Akip1,56672,MGI:3041226,57373.0,,1.0
AKIRIN1,Akirin1,79647,MGI:1915300,68050.0,,
AKIRIN2,Akirin2,55122,MGI:1889364,433693.0,,0.0
AKNA,Akna,80709,MGI:2140340,100182.0,,1.0
AKNAD1,Aknad1,254268,MGI:3584453,329738.0,,
AKR1A1,Akr1a1,10327,MGI:1929955,58810.0,,2.0
AKR1B1,Akr1b3,231,MGI:1353494,11677.0,,1.0
AKR1D1,Akr1d1,6718,MGI:2384785,208665.0,1.0,1.0
AKR1E2,Akr1e1,83592,MGI:1914758,56043.0,,
AKT1,Akt1,207,MGI:87986,11651.0,2.0,2.0
AKT1S1,Akt1s1,84335,MGI:1914855,67605.0,,1.0
AKT2,Akt2,208,MGI:104874,11652.0,1.0,2.0
AKT3,Akt3,10000,MGI:1345147,23797.0,1.0,2.0
AKTIP,Aktip,64400,MGI:3693832,14339.0,,2.0
ALAD,Alad,210,MGI:96853,17025.0,1.0,2.0
ALAS1,Alas1,211,MGI:87989,11655.0,,1.0
ALAS2,Alas2,212,MGI:87990,11656.0,1.0,1.0
ALB,Alb,213,MGI:87991,11657.0,2.0,2.0
ALCAM,Alcam,214,MGI:1313266,11658.0,,1.0
ALDH16A1,Aldh16a1,126133,MGI:1916998,69748.0,,1.0
ALDH18A1,Aldh18a1,5832,MGI:1888908,56454.0,2.0,1.0
ALDH1A2,Aldh1a2,8854,MGI:107928,19378.0,1.0,2.0
ALDH1A3,Aldh1a3,220,MGI:1861722,56847.0,1.0,2.0
ALDH1B1,Aldh1b1,219,MGI:1919785,72535.0,,1.0
ALDH1L1,Aldh1l1,10840,MGI:1340024,107747.0,,1.0
ALDH1L2,Aldh1l2,160428,MGI:2444680,216188.0,,1.0
ALDH2,Aldh2,217,MGI:99600,11669.0,1.0,2.0
ALDH3A1,Aldh3a1,218,MGI:1353451,11670.0,,
ALDH3A2,Aldh3a2,224,MGI:1353452,11671.0,1.0,2.0
ALDH3B1,Aldh3b1,221,MGI:1914939,67689.0,,1.0
ALDH4A1,Aldh4a1,8659,MGI:2443883,212647.0,1.0,
ALDH5A1,Aldh5a1,7915,MGI:2441982,214579.0,1.0,1.0
ALDH6A1,Aldh6a1,4329,MGI:1915077,104776.0,1.0,
ALDH7A1,Aldh7a1,501,MGI:108186,110695.0,1.0,1.0
ALDH8A1,Aldh8a1,64577,MGI:2653900,237320.0,,
ALDH9A1,Aldh9a1,223,MGI:1861622,56752.0,,1.0
ALDOA,Aldoa,226,MGI:87994,11674.0,1.0,1.0
ALDOB,Aldob,229,MGI:87995,230163.0,1.0,1.0
ALDOC,Aldoc,230,MGI:101863,11676.0,,1.0
ALG11,Alg11,440138,MGI:2142632,207958.0,1.0,1.0
ALG12,Alg12,79087,MGI:2385025,223774.0,2.0,
ALG13,Alg13,79868,MGI:1914824,67574.0,1.0,2.0
ALG14,Alg14,199857,MGI:1914039,66789.0,1.0,1.0
ALG2,Alg2,85365,MGI:1914731,56737.0,2.0,1.0
ALG3,Alg3,10195,MGI:1098592,208624.0,2.0,1.0
ALG5,Alg5,29880,MGI:1913498,66248.0,1.0,1.0
ALG6,Alg6,29929,MGI:2444031,320438.0,1.0,1.0
ALG8,Alg8,79053,MGI:2141959,381903.0,2.0,1.0
ALG9,Alg9,79796,MGI:1924753,102580.0,2.0,1.0
ALK,Alk,238,MGI:103305,11682.0,1.0,2.0
ALKAL1,Alkal1,389658,MGI:3645495,620393.0,,
ALKAL2,Alkal2,285016,MGI:3697448,100294583.0,,
ALKBH1,Alkbh1,8846,MGI:2384034,211064.0,,2.0
ALKBH2,Alkbh2,121642,MGI:2141032,231642.0,,1.0
ALKBH3,Alkbh3,221120,MGI:1916363,69113.0,,1.0
ALKBH4,Alkbh4,54784,MGI:1919291,72041.0,,1.0
ALKBH5,Alkbh5,54890,MGI:2144489,268420.0,,1.0
ALKBH6,Alkbh6,84964,MGI:2142037,233065.0,,1.0
ALKBH7,Alkbh7,84266,MGI:1913650,66400.0,,2.0
ALKBH8,Alkbh8,91801,MGI:1914917,67667.0,1.0,1.0
ALLC,Allc,55821,MGI:2136971,94041.0,,0.0
ALMS1,Alms1,7840,MGI:1934606,236266.0,2.0,2.0
ALOX12,Alox12,239,MGI:87998,11684.0,,1.0
ALOX12B,Alox12b,242,MGI:1274782,11686.0,1.0,1.0
ALOX15,Alox15,246,MGI:87997,11687.0,,2.0
ALOX15B,Alox8,247,MGI:1098228,11688.0,,1.0
ALOX5,Alox5,240,MGI:87999,11689.0,1.0,1.0
ALOX5AP,Alox5ap,241,MGI:107505,11690.0,1.0,1.0
ALOXE3,Aloxe3,59344,MGI:1345140,23801.0,1.0,1.0
ALPK1,Alpk1,80216,MGI:1918731,71481.0,1.0,
ALPK2,Alpk2,115701,MGI:2449492,225638.0,,1.0
ALPK3,Alpk3,57538,MGI:2151224,116904.0,1.0,1.0
ALPL,Alpl,249,MGI:87983,11647.0,2.0,2.0
ALS2,Als2,57679,MGI:1921268,74018.0,1.0,1.0
ALS2CL,Als2cl,259173,MGI:2447532,235633.0,,0.0
ALX1,Alx1,8092,MGI:104621,216285.0,1.0,2.0
ALX3,Alx3,257,MGI:1277097,11694.0,1.0,2.0
ALX4,Alx4,60529,MGI:108359,11695.0,2.0,2.0
AMACR,Amacr,23600,MGI:1098273,17117.0,1.0,1.0
AMBN,Ambn,258,MGI:104655,11698.0,1.0,1.0
AMBP,Ambp,259,MGI:88002,11699.0,,1.0
AMBRA1,Ambra1,55626,MGI:2443564,228361.0,,2.0
AMDHD1,Amdhd1,144193,MGI:1919011,71761.0,,1.0
AMDHD2,Amdhd2,51005,MGI:2443978,245847.0,,0.0
AMER1,Amer1,139285,MGI:1919595,72345.0,2.0,2.0
AMER2,Amer2,219287,MGI:1919375,72125.0,,
AMER3,Amer3,205147,MGI:3026939,211383.0,,
AMFR,Amfr,267,MGI:1345634,23802.0,,1.0
AMH,Amh,268,MGI:88006,11705.0,1.0,1.0
AMHR2,Amhr2,269,MGI:105062,110542.0,1.0,2.0
AMIGO1,Amigo1,57463,MGI:2653612,229715.0,,0.0
AMIGO2,Amigo2,347902,MGI:2145995,105827.0,,1.0
AMIGO3,Amigo3,386724,MGI:2444854,320844.0,,1.0
AMMECR1,Ammecr1,9949,MGI:1860206,56068.0,1.0,
AMMECR1L,Ammecr1l,83607,MGI:2442711,225339.0,,
AMN,Amn,81693,MGI:1934943,93835.0,1.0,2.0
AMN1,Amn1,196394,MGI:2442933,232566.0,,
AMOT,Amot,154796,MGI:108440,27494.0,,1.0
AMOTL1,Amotl1,154810,MGI:1922973,75723.0,,1.0
AMOTL2,Amotl2,51421,MGI:1929286,56332.0,,0.0
AMPD1,Ampd1,270,MGI:88015,229665.0,1.0,1.0
AMPD2,Ampd2,271,MGI:88016,109674.0,1.0,1.0
AMPD3,Ampd3,272,MGI:1096344,11717.0,1.0,2.0
AMPH,Amph,273,MGI:103574,218038.0,,1.0
AMT,Amt,275,MGI:3646700,434437.0,1.0,1.0
AMTN,Amtn,401138,MGI:1918671,71421.0,1.0,1.0
AMZ1,Amz1,155185,MGI:2442258,231842.0,,
AMZ2,Amz2,51321,MGI:104837,13929.0,,
ANAPC1,Anapc1,64682,MGI:103097,17222.0,2.0,1.0
ANAPC10,Anapc10,10393,MGI:1916249,68999.0,,0.0
ANAPC11,Anapc11,51529,MGI:1913406,66156.0,,
ANAPC13,Anapc13,25847,MGI:1916260,69010.0,,1.0
ANAPC16,Anapc16,119504,MGI:1289325,52717.0,,
ANAPC2,Anapc2,29882,MGI:2139135,99152.0,,1.0
ANAPC4,Anapc4,29945,MGI:1098673,52206.0,,0.0
ANAPC5,Anapc5,51433,MGI:1929722,59008.0,,
ANAPC7,Anapc7,51434,MGI:1929711,56317.0,1.0,2.0
ANGEL1,Angel1,23357,MGI:1915987,68737.0,,1.0
ANGEL2,Angel2,90806,MGI:1196310,52477.0,,1.0
ANGPT1,Angpt1,284,MGI:108448,11600.0,1.0,2.0
ANGPT2,Angpt2,285,MGI:1202890,11601.0,1.0,2.0
ANGPT4,Angpt4,51378,MGI:1336887,11602.0,,
ANGPTL1,Angptl1,9068,MGI:1919963,72713.0,,1.0
ANGPTL2,Angptl2,23452,MGI:1347002,26360.0,,1.0
ANGPTL3,Angptl3,27329,MGI:1353627,30924.0,0.0,1.0
ANGPTL4,Angptl4,51129,MGI:1888999,57875.0,,2.0
ANGPTL6,Angptl6,83854,MGI:1917976,70726.0,1.0,1.0
ANGPTL7,Angptl7,10218,MGI:3605801,654812.0,,0.0
ANGPTL8,Angptl8,55908,MGI:3643534,624219.0,,1.0
ANK1,Ank1,286,MGI:88024,11733.0,2.0,2.0
ANK2,Ank2,287,MGI:88025,109676.0,1.0,2.0
ANK3,Ank3,288,MGI:88026,11735.0,1.0,1.0
ANKAR,Ankar,150709,MGI:2442559,319695.0,,
ANKDD1A,Ankdd1a,348094,MGI:2686319,330963.0,,
ANKDD1B,Ankdd1b,728780,MGI:2444730,271144.0,,
ANKEF1,Ankef1,63926,MGI:2441685,319196.0,,
ANKFN1,Ankfn1,162282,MGI:2686021,382543.0,,1.0
ANKFY1,Ankfy1,51479,MGI:1337008,11736.0,1.0,2.0
ANKH,Ank,56172,MGI:3045421,11732.0,1.0,2.0
ANKIB1,Ankib1,54467,MGI:1918047,70797.0,,1.0
ANKK1,Ankk1,255239,MGI:3045301,244859.0,,
ANKLE1,Ankle1,126549,MGI:1918775,234396.0,,1.0
ANKLE2,Ankle2,23141,MGI:1261856,71782.0,1.0,1.0
ANKMY1,Ankmy1,51281,MGI:3045261,241158.0,,
ANKMY2,Ankmy2,57037,MGI:2144755,217473.0,,2.0
ANKRA2,Ankra2,57763,MGI:1915808,68558.0,,
ANKRD1,Ankrd1,27063,MGI:1097717,107765.0,1.0,1.0
ANKRD10,Ankrd10,55608,MGI:1921840,102334.0,,1.0
ANKRD11,Ankrd11,29123,MGI:1924337,77087.0,1.0,2.0
ANKRD12,Ankrd12,23253,MGI:1914357,106585.0,,
ANKRD13A,Ankrd13a,88455,MGI:1915670,68420.0,,
ANKRD13B,Ankrd13b,124930,MGI:2144501,268445.0,,
ANKRD13C,Ankrd13c,81573,MGI:2139746,433667.0,,1.0
ANKRD13D,Ankrd13d,338692,MGI:1915673,68423.0,,
ANKRD16,Ankrd16,54522,MGI:2444796,320816.0,,1.0
ANKRD17,Ankrd17,26057,MGI:1932101,81702.0,1.0,1.0
ANKRD2,Ankrd2,26287,MGI:1861447,56642.0,,1.0
ANKRD22,Ankrd22,118932,MGI:1277101,52024.0,,
ANKRD23,Ankrd23,200539,MGI:1925571,78321.0,,0.0
ANKRD24,Ankrd24,170961,MGI:1890394,70615.0,,0.0
ANKRD26,Ankrd26,22852,MGI:1917887,232339.0,1.0,1.0
ANKRD27,Ankrd27,84079,MGI:2444103,245886.0,,1.0
ANKRD28,Ankrd28,23243,MGI:2145661,105522.0,,
ANKRD29,Ankrd29,147463,MGI:2687055,225187.0,,
ANKRD31,Ankrd31,256006,MGI:5006716,625662.0,,1.0
ANKRD33,Ankrd33,341405,MGI:2443398,208258.0,,
ANKRD33B,Ankrd33b,651746,MGI:1917904,67434.0,,
ANKRD34A,Ankrd34a,284615,MGI:3617846,545554.0,,
ANKRD34B,Ankrd34b,340120,MGI:2443245,218440.0,,
ANKRD34C,Ankrd34c,390616,MGI:2685617,330998.0,,
ANKRD35,Ankrd35,148741,MGI:2442590,213121.0,,0.0
ANKRD37,Ankrd37,353322,MGI:3603344,654824.0,,
ANKRD39,Ankrd39,51239,MGI:1914816,109346.0,,
ANKRD40,Ankrd40,91369,MGI:1918702,71452.0,,
ANKRD40CL,Ankrd40cl,55018,MGI:5434049,102639132.0,,
ANKRD42,Ankrd42,338699,MGI:1921095,73845.0,,
ANKRD44,Ankrd44,91526,MGI:3045243,329154.0,,0.0
ANKRD45,Ankrd45,339416,MGI:1921094,73844.0,,0.0
ANKRD46,Ankrd46,157567,MGI:1916089,68839.0,,
ANKRD49,Ankrd49,54851,MGI:1930842,56503.0,,
ANKRD50,Ankrd50,57182,MGI:2139777,99696.0,,
ANKRD52,Ankrd52,283373,MGI:2444029,237615.0,,2.0
ANKRD53,Ankrd53,79998,MGI:1922555,75305.0,,
ANKRD54,Ankrd54,129138,MGI:2444209,223690.0,,
ANKRD55,Ankrd55,79722,MGI:1924568,77318.0,1.0,
ANKRD6,Ankrd6,22881,MGI:2154278,140577.0,,1.0
ANKRD60,Ankrd60,140731,MGI:1917315,70065.0,,
ANKRD61,Ankrd61,100310846,MGI:1913979,66729.0,,
ANKRD63,Ankrd63,100131244,MGI:2686183,383787.0,,
ANKRD65,Ankrd65,441869,MGI:2685285,242805.0,,0.0
ANKRD66,Ankrd66,100287718,MGI:1925106,100043332.0,,
ANKRD7,Ankrd7,56311,MGI:1922446,75196.0,,
ANKRD9,Ankrd9,122416,MGI:1921501,74251.0,,1.0
ANKS1A,Anks1,23294,MGI:2446180,224650.0,,1.0
ANKS1B,Anks1b,56899,MGI:1924781,77531.0,,1.0
ANKS3,Anks3,124401,MGI:1919865,72615.0,,0.0
ANKS4B,Anks4b,257629,MGI:1919324,72074.0,,0.0
ANKS6,Anks6,203286,MGI:1922941,75691.0,1.0,2.0
ANKUB1,Ankub1,389161,MGI:2685256,242037.0,,1.0
ANKZF1,Ankzf1,55139,MGI:1098746,52231.0,,
ANLN,Anln,54443,MGI:1920174,68743.0,1.0,0.0
ANO1,Ano1,55107,MGI:2142149,101772.0,1.0,2.0
ANO10,Ano10,55129,MGI:2143103,102566.0,1.0,0.0
ANO2,Ano2,57101,MGI:2387214,243634.0,,
ANO3,Ano3,63982,MGI:3613666,228432.0,1.0,1.0
ANO4,Ano4,121601,MGI:2443344,320091.0,,
ANO5,Ano5,203859,MGI:3576659,233246.0,1.0,2.0
ANO6,Ano6,196527,MGI:2145890,105722.0,0.0,2.0
ANO7,Ano7,50636,MGI:3052714,404545.0,,0.0
ANO8,Ano8,57719,MGI:2687327,382014.0,,1.0
ANO9,Ano9,338440,MGI:1918595,71345.0,,
ANP32B,Anp32b,10541,MGI:1914878,67628.0,,2.0
ANP32D,Anp32-ps,23519,MGI:3525200,448829.0,,
ANP32E,Anp32e,81611,MGI:1913721,66471.0,,1.0
ANPEP,Anpep,290,MGI:5000466,16790.0,,2.0
ANTKMT,Antkmt,65990,MGI:2384888,214917.0,,1.0
ANTXR1,Antxr1,84168,MGI:1916788,69538.0,2.0,2.0
ANTXR2,Antxr2,118429,MGI:1919164,71914.0,2.0,1.0
ANTXRL,Antxrl,195977,MGI:1925726,239029.0,,
ANXA1,Anxa1,301,MGI:96819,16952.0,,2.0
ANXA10,Anxa10,11199,MGI:1347090,26359.0,,0.0
ANXA11,Anxa11,311,MGI:108481,11744.0,1.0,
ANXA13,Anxa13,312,MGI:1917037,69787.0,,
ANXA3,Anxa3,306,MGI:1201378,11745.0,,1.0
ANXA4,Anxa4,307,MGI:88030,11746.0,,0.0
ANXA5,Anxa5,308,MGI:106008,11747.0,0.0,1.0
ANXA6,Anxa6,309,MGI:88255,11749.0,,2.0
ANXA7,Anxa7,310,MGI:88031,11750.0,,2.0
ANXA9,Anxa9,8416,MGI:1923711,71790.0,,
AOAH,Aoah,313,MGI:1350928,27052.0,,0.0
AOC2,Aoc2,314,MGI:2668431,237940.0,,
AOC3,Aoc3,8639,MGI:1306797,11754.0,,1.0
AOPEP,Aopep,84909,MGI:1919311,72061.0,1.0,1.0
AOX1,Aox1,316,MGI:88035,11761.0,,
AOX2P,Aox2,344454,MGI:3529596,213043.0,,
AOX3P,Aox3,107126360,MGI:1918974,71724.0,,
AP1AR,Ap1ar,55435,MGI:2384822,211556.0,,1.0
AP1B1,Ap1b1,162,MGI:1096368,11764.0,1.0,1.0
AP1G1,Ap1g1,164,MGI:101919,11765.0,1.0,2.0
AP1G2,Ap1g2,8906,MGI:1328307,11766.0,,
AP1M1,Ap1m1,8907,MGI:102776,11767.0,,1.0
AP1M2,Ap1m2,10053,MGI:1336974,11768.0,,1.0
AP1S1,Ap1s1,1174,MGI:1098244,11769.0,1.0,0.0
AP1S2,Ap1s2,8905,MGI:1889383,108012.0,1.0,2.0
AP1S3,Ap1s3,130340,MGI:1891304,252903.0,1.0,0.0
AP2A1,Ap2a1,160,MGI:101921,11771.0,,1.0
AP2A2,Ap2a2,161,MGI:101920,11772.0,,1.0
AP2B1,Ap2b1,163,MGI:1919020,71770.0,,2.0
AP2M1,Ap2m1,1173,MGI:1298405,11773.0,1.0,1.0
AP2S1,Ap2s1,1175,MGI:2141861,232910.0,1.0,1.0
AP3B1,Ap3b1,8546,MGI:1333879,11774.0,2.0,2.0
AP3B2,Ap3b2,8120,MGI:1100869,11775.0,1.0,1.0
AP3D1,Ap3d1,8943,MGI:107734,11776.0,1.0,2.0
AP3M1,Ap3m1,26985,MGI:1929212,55946.0,,
AP3M2,Ap3m2,10947,MGI:1929214,64933.0,,1.0
AP3S1,Ap3s1,1176,MGI:1337062,11777.0,,0.0
AP3S2,Ap3s2,10239,MGI:1337060,11778.0,,1.0
AP4B1,Ap4b1,10717,MGI:1337130,67489.0,1.0,1.0
AP4E1,Ap4e1,23431,MGI:1336993,108011.0,1.0,2.0
AP4M1,Ap4m1,9179,MGI:1337063,11781.0,1.0,1.0
AP4S1,Ap4s1,11154,MGI:1337065,11782.0,1.0,
AP5B1,Ap5b1,91056,MGI:2685808,381201.0,,
AP5M1,Ap5m1,55745,MGI:1921635,74385.0,,1.0
AP5S1,Ap5s1,55317,MGI:1916846,69596.0,,
AP5Z1,Ap5z1,9907,MGI:1924908,231855.0,1.0,1.0
APAF1,Apaf1,317,MGI:1306796,11783.0,,2.0
APBA1,Apba1,320,MGI:1860297,319924.0,,1.0
APBA2,Apba2,321,MGI:1261791,11784.0,,1.0
APBA3,Apba3,9546,MGI:1888527,57267.0,,1.0
APBB1,Apbb1,322,MGI:107765,11785.0,,1.0
APBB1IP,Apbb1ip,54518,MGI:1861354,54519.0,,2.0
APBB2,Apbb2,323,MGI:108405,11787.0,,1.0
APBB3,Apbb3,10307,MGI:108404,225372.0,,
APC,Apc,324,MGI:88039,11789.0,2.0,2.0
APC2,Apc2,10297,MGI:1346052,23805.0,2.0,1.0
APCDD1,Apcdd1,147495,MGI:3513977,494504.0,1.0,2.0
APCS,Apcs,325,MGI:98229,20219.0,,1.0
APEH,Apeh,327,MGI:88041,235606.0,,1.0
APELA,Apela,100506013,MGI:3642370,100038489.0,,2.0
APEX1,Apex1,328,MGI:88042,11792.0,,2.0
APEX2,Apex2,27301,MGI:1924872,77622.0,,2.0
APH1A,Aph1a,51107,MGI:2385110,226548.0,,2.0
API5,Api5,8539,MGI:1888993,11800.0,,
APIP,Apip,51074,MGI:1926788,56369.0,,0.0
APLF,Aplf,200558,MGI:1919353,72103.0,,1.0
APLN,Apln,8862,MGI:1353624,30878.0,,1.0
APLNR,Aplnr,187,MGI:1346086,23796.0,,2.0
APLP1,Aplp1,333,MGI:88046,11803.0,,1.0
APLP2,Aplp2,334,MGI:88047,11804.0,,2.0
APMAP,Apmap,57136,MGI:1919131,71881.0,,2.0
APOA1,Apoa1,335,MGI:88049,11806.0,1.0,1.0
APOA2,Apoa2,336,MGI:88050,11807.0,1.0,1.0
APOA4,Apoa4,337,MGI:88051,11808.0,,1.0
APOA5,Apoa5,116519,MGI:1913363,66113.0,1.0,0.0
APOB,Apob,338,MGI:88052,238055.0,1.0,2.0
APOBEC1,Apobec1,339,MGI:103298,11810.0,,2.0
APOBEC2,Apobec2,10930,MGI:1343178,11811.0,,1.0
APOBEC4,Apobec4,403314,MGI:1918531,71281.0,,
APOBR,Apobr,55911,MGI:2176230,171504.0,,
APOC1,Apoc1,341,MGI:88053,11812.0,,1.0
APOC3,Apoc3,345,MGI:88055,11814.0,0.0,1.0
APOC4,Apoc4,346,MGI:87878,11425.0,,1.0
APOD,Apod,347,MGI:88056,11815.0,,1.0
APOE,Apoe,348,MGI:88057,11816.0,2.0,2.0
APOF,Apof,319,MGI:104539,103161.0,,1.0
APOH,Apoh,350,MGI:88058,11818.0,,1.0
APOL6,Apol6,80830,MGI:1919189,71939.0,,
APOLD1,Apold1,81575,MGI:2685921,381823.0,,1.0
APOM,Apom,55937,MGI:1930124,55938.0,,1.0
APONP,Apon,100419033,MGI:88931,28194.0,,
APOO,Apoo,79135,MGI:1915566,68316.0,,0.0
APOOL,Apool,139322,MGI:1915367,68117.0,,
APP,App,351,MGI:88059,11820.0,1.0,2.0
APPBP2,Appbp2,10513,MGI:1914134,66884.0,,1.0
APPL1,Appl1,26060,MGI:1920243,72993.0,1.0,2.0
APPL2,Appl2,55198,MGI:2384914,216190.0,,1.0
APRT,Aprt,353,MGI:88061,11821.0,1.0,2.0
APTX,Aptx,54840,MGI:1913658,66408.0,1.0,2.0
AQP1,Aqp1,358,MGI:103201,11826.0,,2.0
AQP11,Aqp11,282679,MGI:1913583,66333.0,,2.0
AQP2,Aqp2,359,MGI:1096865,11827.0,1.0,2.0
AQP3,Aqp3,360,MGI:1333777,11828.0,,2.0
AQP4,Aqp4,361,MGI:107387,11829.0,,2.0
AQP5,Aqp5,362,MGI:106215,11830.0,1.0,1.0
AQP6,Aqp6,363,MGI:1341204,11831.0,,1.0
AQP8,Aqp8,343,MGI:1195271,11833.0,,1.0
AQP9,Aqp9,366,MGI:1891066,64008.0,,1.0
AQR,Aqr,9716,MGI:1276102,11834.0,,
AR,Ar,367,MGI:88064,11835.0,1.0,2.0
ARAF,Araf,369,MGI:88065,11836.0,,2.0
ARAP1,Arap1,116985,MGI:1916960,69710.0,,1.0
ARAP2,Arap2,116984,MGI:2684416,212285.0,,
ARAP3,Arap3,64411,MGI:2147274,106952.0,,2.0
ARC,Arc,23237,MGI:88067,11838.0,,1.0
ARCN1,Arcn1,372,MGI:2387591,213827.0,1.0,1.0
AREG,Areg,374,MGI:88068,11839.0,,2.0
AREL1,Arel1,9870,MGI:1915747,68497.0,,1.0
ARF1,Arf1,375,MGI:99431,11840.0,1.0,0.0
ARF2P,Arf2,108489980,MGI:99595,11841.0,,1.0
ARF3,Arf3,377,MGI:99432,11842.0,,1.0
ARF4,Arf4,378,MGI:99433,11843.0,,1.0
ARF5,Arf5,381,MGI:99434,11844.0,,1.0
ARF6,Arf6,382,MGI:99435,11845.0,,1.0
ARFGAP1,Arfgap1,55738,MGI:2183559,228998.0,,
ARFGAP2,Arfgap2,84364,MGI:1924288,77038.0,,
ARFGAP3,Arfgap3,26286,MGI:1913501,66251.0,,
ARFGEF1,Arfgef1,10565,MGI:2442988,211673.0,1.0,1.0
ARFGEF2,Arfgef2,10564,MGI:2139354,99371.0,1.0,1.0
ARFGEF3,Arfgef3,57221,MGI:106387,215821.0,,1.0
ARFIP1,Arfip1,27236,MGI:1277120,99889.0,,1.0
ARFIP2,Arfip2,23647,MGI:1924182,76932.0,,
ARFRP1,Arfrp1,10139,MGI:1923938,76688.0,,1.0
ARG1,Arg1,383,MGI:88070,11846.0,1.0,1.0
ARG2,Arg2,384,MGI:1330806,11847.0,,2.0
ARGLU1,Arglu1,55082,MGI:2442985,234023.0,,1.0
ARHGAP1,Arhgap1,392,MGI:2445003,228359.0,,2.0
ARHGAP10,Arhgap10,79658,MGI:1925764,78514.0,,2.0
ARHGAP12,Arhgap12,94134,MGI:1922665,75415.0,,
ARHGAP15,Arhgap15,55843,MGI:1923367,76117.0,,1.0
ARHGAP17,Arhgap17,55114,MGI:1917747,70497.0,,2.0
ARHGAP18,Arhgap18,93663,MGI:1921160,73910.0,,1.0
ARHGAP19,Arhgap19,84986,MGI:1918335,71085.0,,1.0
ARHGAP20,Arhgap20,57569,MGI:2445175,244867.0,,0.0
ARHGAP21,Arhgap21,57584,MGI:1918685,71435.0,,1.0
ARHGAP22,Arhgap22,58504,MGI:2443418,239027.0,,1.0
ARHGAP23,Arhgap23,57636,MGI:3697726,58996.0,,0.0
ARHGAP24,Arhgap24,83478,MGI:1922647,231532.0,1.0,1.0
ARHGAP25,Arhgap25,9938,MGI:2443687,232201.0,,1.0
