entrez_id_human,entrez_id_mouse,pleiotropy_HPO,pleiotropy_MPO,oe_lof_upper,pLI,mis_z
219,72535.0,,1.0,1.299,2.6981e-06,-0.22692
10840,107747.0,,1.0,0.776,1.4114e-11,0.60492
160428,216188.0,,1.0,0.922,1.7337e-17,1.3707
217,11669.0,1.0,2.0,1.094,3.3959e-10,1.3212
218,11670.0,,,1.533,3.9013e-17,0.29523
224,11671.0,1.0,2.0,0.825,9.4055e-06,0.6824
221,67689.0,,1.0,0.995,6.2437e-06,0.95892
8659,212647.0,1.0,,0.714,1.3725e-05,-0.046713
7915,214579.0,1.0,1.0,0.937,3.0504e-07,0.73405
4329,104776.0,1.0,,0.945,7.5619e-10,1.045
501,110695.0,1.0,1.0,1.24,1.3923e-22,0.36846
64577,237320.0,,,1.462,2.4846e-12,0.49472
223,56752.0,,1.0,1.138,1.0995e-11,-0.41598
226,11674.0,1.0,1.0,0.755,0.0013228,0.25889
229,230163.0,1.0,1.0,1.1,7.8786e-07,-1.4212
230,11676.0,,1.0,0.601,0.092245,1.1225
440138,207958.0,1.0,1.0,1.328,6.1729e-09,-0.047065
79087,223774.0,2.0,,1.033,1.1758e-07,-0.193
79868,67574.0,1.0,2.0,0.16,0.99998,1.1475
199857,66789.0,1.0,1.0,1.196,0.00093727,0.26589
85365,56737.0,2.0,1.0,1.175,8.0497e-05,-0.079009
10195,208624.0,2.0,1.0,1.188,3.6777e-10,-0.31675
29880,66248.0,1.0,1.0,0.453,0.46347,1.0063
29929,320438.0,1.0,1.0,0.641,0.00030541,1.5266
79053,381903.0,2.0,1.0,0.83,1.1804e-08,0.60409
79796,102580.0,2.0,1.0,0.653,0.00064044,1.0098
238,11682.0,1.0,2.0,0.448,3.2299e-06,0.010319
389658,620393.0,,,,,
285016,100294583.0,,,,,
8846,211064.0,,2.0,1.026,4.8961e-06,0.053489
121642,231642.0,,1.0,1.198,0.0032745,0.3623
221120,69113.0,,1.0,1.324,2.7442e-12,0.084532
54784,72041.0,,1.0,0.802,0.12598,0.5622
54890,268420.0,,1.0,0.343,0.94974,2.5626
84964,233065.0,,1.0,0.677,0.10641,1.1573
84266,66400.0,,2.0,1.634,1.7207e-06,0.12584
91801,67667.0,1.0,1.0,0.666,0.00020414,0.8539
55821,94041.0,,0.0,1.483,4.2324e-16,0.19641
7840,236266.0,2.0,2.0,0.874,4.4999e-60,-2.9912
239,11684.0,,1.0,1.039,1.4397e-15,1.2748
242,11686.0,1.0,1.0,0.552,0.00075626,1.4041
246,11687.0,,2.0,1.338,1.1397e-23,0.027675
247,11688.0,,1.0,1.184,1.4819e-18,0.2723
240,11689.0,1.0,1.0,0.636,1.2059e-06,1.0927
241,11690.0,1.0,1.0,0.963,0.070729,1.0437
59344,23801.0,1.0,1.0,1.055,5.1284e-20,0.14909
80216,71481.0,1.0,,0.929,1.0188000000000001e-19,-0.28196
115701,225638.0,,1.0,0.815,1.0375999999999998e-21,0.4055
57538,116904.0,1.0,1.0,0.911,8.415800000000001e-25,0.1314
249,11647.0,2.0,2.0,0.693,0.0003636,1.2672
57679,74018.0,1.0,1.0,0.516,8.7204e-12,1.8965
259173,235633.0,,0.0,1.082,4.297e-28,0.16876
8092,216285.0,1.0,2.0,0.607,0.17618,0.09612
257,11694.0,1.0,2.0,1.032,0.019117,0.44635
60529,11695.0,2.0,2.0,0.519,0.35736,0.82076
23600,17117.0,1.0,1.0,0.747,0.027363,0.55721
258,11698.0,1.0,1.0,1.109,1.0497e-09,-0.34795
259,11699.0,,1.0,1.374,2.7886e-13,-0.16203
55626,228361.0,,2.0,0.14,1.0,2.948
144193,71761.0,,1.0,1.166,3.1269e-08,-0.30437
51005,245847.0,,0.0,0.81,0.002313,0.5198
139285,72345.0,2.0,2.0,0.371,0.8538,-0.56916
219287,72125.0,,,0.715,0.083487,1.1694
205147,211383.0,,,0.539,0.61869,-0.67098
267,23802.0,,1.0,0.63,5.8368e-05,1.866
268,11705.0,1.0,1.0,1.771,3.3974e-12,-0.88085
269,110542.0,1.0,2.0,0.934,2.7013e-10,0.39374
57463,229715.0,,0.0,0.238,0.98411,2.8562
347902,105827.0,,1.0,0.55,0.59743,0.97652
386724,320844.0,,1.0,1.248,0.00020785,0.053509
9949,56068.0,1.0,,0.472,0.82117,1.0801
83607,225339.0,,,0.255,0.9913,2.4653
81693,93835.0,1.0,2.0,0.816,0.00026529,0.60643
196394,232566.0,,,0.604,0.32526,1.2548
154796,27494.0,,1.0,0.266,0.99666,1.09
154810,75723.0,,1.0,0.471,0.0018316,1.2216
51421,56332.0,,0.0,0.428,0.15515,0.075354
270,229665.0,1.0,1.0,1.202,1.9098999999999998e-21,-0.45701
271,109674.0,1.0,1.0,0.638,4.5084e-07,2.8298
272,11717.0,1.0,2.0,0.907,1.1323e-12,0.66723
273,218038.0,,1.0,0.569,1.7006e-05,1.4925
275,434437.0,1.0,1.0,0.789,0.0027214,-0.10117
401138,71421.0,1.0,1.0,1.808,8.1348e-11,0.38045
155185,231842.0,,,1.939,3.7114e-23,-3.5886
51321,13929.0,,,1.445,2.0652e-09,0.21833
64682,17222.0,2.0,1.0,0.305,0.94532,0.98694
10393,68999.0,,0.0,1.056,0.0055077,0.83572
51529,66156.0,,,0.735,0.33285,1.1237
25847,69010.0,,1.0,1.858,0.0013703,0.12508
119504,52717.0,,,1.42,0.022882,0.80761
29882,99152.0,,1.0,0.175,0.99993,2.4134
29945,52206.0,,0.0,0.461,0.00069453,2.5031
51433,59008.0,,,0.754,1.6499e-09,2.2973
51434,56317.0,1.0,2.0,0.373,0.8485,2.1176
23357,68737.0,,1.0,0.777,9.2452e-09,0.9245
90806,52477.0,,1.0,0.708,5.565e-06,0.88207
284,11600.0,1.0,2.0,0.337,0.95208,1.3025
285,11601.0,1.0,2.0,0.377,0.83208,-0.52733
51378,11602.0,,,1.325,4.5492e-15,-0.12613
9068,72713.0,,1.0,1.273,1.2103e-10,0.47933
23452,26360.0,,1.0,0.66,0.0014712,1.2035
27329,30924.0,0.0,1.0,1.301,1.6455e-13,-0.094195
51129,57875.0,,2.0,1.283,2.3089e-11,0.43908
83854,70726.0,1.0,1.0,1.193,2.3705e-08,0.5675
10218,654812.0,,0.0,1.75,9.168e-17,0.13156
55908,624219.0,,1.0,,,
286,11733.0,2.0,2.0,0.169,1.0,2.0781
287,109676.0,1.0,2.0,0.106,1.0,1.9641
288,11735.0,1.0,1.0,0.089,1.0,2.7937
150709,319695.0,,,1.072,1.02e-31,0.85502
348094,330963.0,,,1.285,7.7415e-17,0.64534
728780,271144.0,,,1.027,1.4401e-06,1.537
63926,319196.0,,,0.936,8.5371e-10,0.50558
162282,382543.0,,1.0,0.751,2.0906e-10,0.55889
51479,11736.0,1.0,2.0,0.312,0.95629,2.4638
56172,11732.0,1.0,2.0,0.499,0.27856,2.3499
54467,70797.0,,1.0,0.207,0.99996,3.164
255239,244859.0,,,1.162,7.4008e-12,0.011781
126549,234396.0,,1.0,1.437,5.2059e-18,0.85516
23141,71782.0,1.0,1.0,0.847,1.0099e-10,0.34259
51281,241158.0,,,1.214,2.6293e-24,-0.25719
57037,217473.0,,2.0,0.924,3.5166e-06,0.15127
57763,68558.0,,,1.069,3.5443e-06,0.8247
27063,107765.0,1.0,1.0,1.336,2.6259e-10,0.19323
55608,102334.0,,1.0,0.616,0.1645,1.3506
29123,77087.0,1.0,2.0,0.107,1.0,-0.55363
23253,106585.0,,,0.197,1.0,0.55717
88455,68420.0,,,0.571,0.00020646,1.466
124930,268445.0,,,0.425,0.36217,3.1963
81573,433667.0,,1.0,0.248,0.99793,2.3672
338692,68423.0,,,0.428,0.34912,1.6409
54522,320816.0,,1.0,1.385,7.4267e-10,0.040598
26057,81702.0,1.0,1.0,0.062,1.0,5.3588
26287,56642.0,,1.0,1.241,1.4714e-08,1.1515
118932,52024.0,,,1.718,1.1192e-09,-0.20654
200539,78321.0,,0.0,1.878,3.5366e-19,0.57992
170961,70615.0,,0.0,0.901,3.2559e-16,0.5415
22852,232339.0,1.0,1.0,0.733,3.5745e-24,-0.39567
84079,245886.0,,1.0,1.105,3.8647e-31,-0.27148
23243,105522.0,,,0.171,1.0,2.3872
147463,225187.0,,,1.325,6.3522e-09,0.45345
256006,625662.0,,1.0,0.868,1.8697e-21,1.6928
341405,208258.0,,,1.875,1.4957e-17,0.33618
651746,67434.0,,,0.552,0.43225,2.0945
284615,545554.0,,,0.247,0.98103,2.4617
340120,218440.0,,,1.888,1.8309e-14,0.57017
390616,330998.0,,,0.684,0.21455,2.1431
148741,213121.0,,0.0,1.081,1.6568e-25,0.32236
353322,654824.0,,,1.344,0.00053673,-0.2393
51239,109346.0,,,1.205,0.00090169,0.18053
91369,71452.0,,,0.561,0.25435,1.206
55018,102639132.0,,,,,
338699,73845.0,,,1.229,2.1439e-10,0.13374
91526,329154.0,,0.0,0.527,0.33657,1.0293
339416,73844.0,,0.0,1.03,0.00058172,0.59537
157567,68839.0,,,0.597,0.51507,1.9068
54851,56503.0,,,1.344,0.00053732,0.88669
57182,99696.0,,,0.305,0.9792,0.70472
283373,237615.0,,2.0,0.09,1.0,4.4928
79998,75305.0,,,1.365,4.0883e-07,0.48235
129138,223690.0,,,0.829,0.002006,0.93495
79722,77318.0,1.0,,0.867,6.7577e-08,0.17053
22881,140577.0,,1.0,0.908,1.1728e-11,0.74213
140731,70065.0,,,1.698,2.9807e-05,0.56798
100310846,66729.0,,,1.146,0.0039262,1.3425
100131244,383787.0,,,0.987,0.37559,1.5606
441869,242805.0,,0.0,1.961,5.0619e-09,0.59158
100287718,100043332.0,,,1.795,1.6946e-05,0.95408
56311,75196.0,,,1.227,4.2975e-06,0.97084
122416,74251.0,,1.0,1.194,0.29363,1.8977
23294,224650.0,,1.0,0.338,0.80916,2.8133
56899,77531.0,,1.0,0.215,0.99998,2.9457
124401,72615.0,,0.0,0.726,1.8852e-07,-1.7575
257629,72074.0,,0.0,1.244,1.4867e-05,0.89555
203286,75691.0,1.0,2.0,0.694,6.9447e-06,-0.075603
389161,242037.0,,1.0,1.129,1.1953e-08,0.94692
55139,52231.0,,,1.235,5.824499999999999e-26,-0.24265
54443,68743.0,1.0,0.0,0.374,0.14261,0.89692
55107,101772.0,1.0,2.0,0.33,0.87426,2.77
55129,102566.0,1.0,0.0,1.129,1.0162e-14,0.31716
57101,243634.0,,,0.961,1.7081999999999999e-22,-0.013445
63982,228432.0,1.0,1.0,0.766,1.2489e-17,2.4562
121601,320091.0,,,0.437,0.00032204,2.5332
203859,233246.0,1.0,2.0,0.949,2.8542e-22,0.11745
196527,105722.0,0.0,2.0,1.141,7.3158e-32,0.90159
50636,404545.0,,0.0,1.371,3.4578e-42,0.1742
57719,382014.0,,1.0,0.317,0.95634,2.5036
338440,71345.0,,,0.911,8.4487e-16,1.2058
10541,67628.0,,2.0,0.331,0.95827,1.2651
23519,448829.0,,,,,-0.62374
81611,66471.0,,1.0,0.423,0.84376,2.0525
290,16790.0,,2.0,0.638,3.7492e-09,1.4312
65990,214917.0,,1.0,,,
84168,69538.0,2.0,2.0,0.3,0.98631,1.5204
118429,71914.0,2.0,1.0,0.503,0.086921,1.0251
195977,239029.0,,,0.93,3.1476e-08,1.3463
301,16952.0,,2.0,1.03,1.2009e-07,0.049026
11199,26359.0,,0.0,1.24,9.5506e-14,0.3981
311,11744.0,1.0,,0.98,4.7001e-10,-0.24859
312,69787.0,,,1.078,4.2441e-10,-0.43136
306,11745.0,,1.0,1.264,6.5152e-12,0.10861
307,11746.0,,0.0,1.016,1.1858e-08,0.85529
308,11747.0,0.0,1.0,1.446,3.7978e-15,0.55123
309,11749.0,,2.0,0.714,1.0804e-08,0.63574
310,11750.0,,2.0,0.936,8.5846e-10,0.40209
8416,71790.0,,,1.433,2.9752e-17,0.34398
313,27052.0,,0.0,0.951,4.3783e-14,0.32106
314,237940.0,,,1.255,3.2599e-15,-1.2198
8639,11754.0,,1.0,1.032,6.267e-11,0.47122
84909,72061.0,1.0,1.0,,,
316,11761.0,,,0.936,1.171e-31,0.1801
344454,213043.0,,,,,
107126360,71724.0,,,,,
55435,211556.0,,1.0,0.559,0.14205,1.1936
162,11764.0,1.0,1.0,0.263,0.99828,3.1177
164,11765.0,1.0,2.0,0.202,0.99998,2.9839
8906,11766.0,,,1.234,5.0977999999999995e-28,0.39097
8907,11767.0,,1.0,0.404,0.71251,3.6976
10053,11768.0,,1.0,1.076,2.1436e-08,0.67607
1174,11769.0,1.0,0.0,0.862,0.099959,1.7441
8905,108012.0,1.0,2.0,0.454,0.86702,2.012
130340,252903.0,1.0,0.0,1.079,0.016298,0.50748
160,11771.0,,1.0,0.101,1.0,4.3968
161,11772.0,,1.0,0.108,1.0,3.1324
163,71770.0,,2.0,0.263,0.9983,5.1667
1173,11773.0,1.0,1.0,0.19,0.99919,4.8818
1175,232910.0,1.0,1.0,0.502,0.78518,2.8609
8546,11774.0,2.0,2.0,0.344,0.61532,0.88997
8120,11775.0,1.0,1.0,0.342,0.77198,2.9221
8943,11776.0,1.0,2.0,0.296,0.98648,1.9444
26985,55946.0,,,0.644,0.026524,1.2314
10947,64933.0,,1.0,1.112,1.972e-07,1.39
1176,11777.0,,0.0,1.599,1.0159e-05,1.3609
10239,11778.0,,1.0,1.427,2.3273e-05,0.091024
10717,67489.0,1.0,1.0,0.827,1.335e-09,0.1307
23431,108011.0,1.0,2.0,0.431,0.0027529,0.52144
9179,11781.0,1.0,1.0,1.313,4.4873e-17,-1.2108
11154,11782.0,1.0,,1.633,1.7275e-06,-0.010135
91056,381201.0,,,1.239,4.2746e-11,-0.6873
55745,74385.0,,1.0,1.091,1.3325e-09,0.12701
55317,69596.0,,,1.787,9.0339e-05,-0.61541
9907,231855.0,1.0,1.0,1.469,7.2894e-31,-2.967
317,11783.0,,2.0,0.464,9.6242e-06,1.4322
320,319924.0,,1.0,0.388,0.53701,2.2307
321,11784.0,,1.0,0.384,0.74272,1.4594
9546,57267.0,,1.0,1.239,2.0716e-12,-0.23642
322,11785.0,,1.0,0.321,0.96811,1.5605
54518,54519.0,,2.0,0.371,0.85443,1.2852
323,11787.0,,1.0,0.44,0.065197,2.1225
10307,225372.0,,,0.974,5.0783e-10,0.81355
324,11789.0,2.0,2.0,0.161,1.0,0.16764
10297,23805.0,2.0,1.0,0.225,0.99994,0.75411
147495,494504.0,1.0,2.0,0.681,0.0073159,0.4821
325,20219.0,,1.0,1.83,0.031714,-0.23267
327,235606.0,,1.0,0.829,5.0018e-13,1.2085
100506013,100038489.0,,2.0,,,
328,11792.0,,2.0,1.273,1.9191e-07,0.12057
27301,77622.0,,2.0,0.268,0.97302,0.56394
51107,226548.0,,2.0,0.45,0.79479,2.0322
8539,11800.0,,,0.144,0.99996,2.924
51074,56369.0,,0.0,1.742,2.6927e-11,0.78531
200558,72103.0,,1.0,1.528,1.3266e-18,0.10222
8862,30878.0,,1.0,1.524,0.45897,-0.23902
187,23796.0,,2.0,0.499,0.78907,0.80193
333,11803.0,,1.0,0.437,0.12235,1.2125
334,11804.0,,2.0,0.393,0.37966,-0.0041679
57136,71881.0,,2.0,1.294,9.3261e-11,0.77489
335,11806.0,1.0,1.0,1.338,0.00054909,0.50968
336,11807.0,1.0,1.0,1.718,0.0448,0.31347
337,11808.0,,1.0,1.19,5.4536e-06,-1.2066
116519,66113.0,1.0,0.0,1.596,5.5765e-10,0.86078
338,238055.0,1.0,2.0,0.461,1.9234e-16,-1.7037
339,11810.0,,2.0,1.59,1.6791e-08,0.77166
10930,11811.0,,1.0,1.065,0.01707,-0.21383
403314,71281.0,,,1.47,8.1741e-05,0.5569
55911,171504.0,,,0.767,9.3975e-08,0.41959
341,11812.0,,1.0,1.468,0.21685,0.085834
345,11814.0,0.0,1.0,1.757,0.010024,-0.057647
346,11425.0,,1.0,1.935,8.893e-08,0.25268
347,11815.0,,1.0,1.34,0.00054449,0.17623
348,11816.0,2.0,2.0,1.034,0.0018685,0.74028
319,103161.0,,1.0,1.23,0.010295,0.3549
350,11818.0,,1.0,1.66,1.5614e-15,0.27608
80830,71939.0,,,1.884,0.096029,-0.0022767
81575,381823.0,,1.0,1.74,0.00011689,0.44893
55937,55938.0,,1.0,1.191,0.00095567,0.93513
100419033,28194.0,,,,,
79135,68316.0,,0.0,0.548,0.60201,-0.040572
139322,68117.0,,,1.002,0.021234,0.25874
351,11820.0,1.0,2.0,0.419,0.046544,1.3931
10513,66884.0,,1.0,0.271,0.99567,3.0879
26060,72993.0,1.0,2.0,0.35,0.7952,0.71635
55198,216190.0,,1.0,1.089,1.1641e-18,0.31574
353,11821.0,1.0,2.0,1.958,5.4539e-13,-0.23784
54840,66408.0,1.0,2.0,1.3,3.9924e-10,-0.36689
358,11826.0,,2.0,0.881,0.093302,0.54442
282679,66333.0,,2.0,1.347,0.00053022,0.61595
359,11827.0,1.0,2.0,1.569,2.4855e-06,1.0598
360,11828.0,,2.0,0.644,0.13398,1.5845
361,11829.0,,2.0,0.991,0.0022919,-0.19247
362,11830.0,1.0,1.0,1.06,0.053249,0.37614
363,11831.0,,1.0,1.087,0.015875,0.55
343,11833.0,,1.0,1.123,0.00036707,0.56702
366,64008.0,,1.0,0.661,0.24027,-1.2091
9716,11834.0,,,0.219,1.0,3.5509
367,11835.0,1.0,2.0,0.291,0.98837,1.2272
369,11836.0,,2.0,0.33,0.96322,2.4483
116985,69710.0,,1.0,0.353,0.12294,2.1365
116984,212285.0,,,0.561,8.7668e-14,-0.81968
64411,106952.0,,2.0,0.433,1.647e-05,1.818
23237,11838.0,,1.0,0.491,0.59433,2.5955
372,213827.0,1.0,1.0,0.101,0.99997,2.0819
374,11839.0,,2.0,0.823,0.47061,0.80644
9870,68497.0,,1.0,0.6,4.9149e-07,1.4989
375,11840.0,1.0,0.0,0.402,0.89967,3.3871
108489980,11841.0,,1.0,,,
377,11842.0,,1.0,0.716,0.35273,2.8247
378,11843.0,,1.0,0.298,0.95992,2.1058
381,11844.0,,1.0,0.33,0.94298,2.2772
382,11845.0,,1.0,0.722,0.71536,2.7765
55738,228998.0,,,0.599,0.0015429,0.42287
84364,77038.0,,,0.54,0.0048866,0.69655
26286,66251.0,,,0.944,7.0246e-11,0.46821
10565,211673.0,1.0,1.0,0.143,1.0,5.3687
10564,99371.0,1.0,1.0,0.249,0.99993,2.5971
57221,215821.0,,1.0,,,
27236,99889.0,,1.0,0.941,3.079e-05,1.0836
23647,76932.0,,,0.429,0.77422,1.6942
10139,76688.0,,1.0,0.641,0.13743,0.85183
383,11846.0,1.0,1.0,0.917,0.00035944,0.05598
384,11847.0,,2.0,0.859,0.00018207,0.34431
55082,234023.0,,1.0,0.394,0.86183,2.4801
392,228359.0,,2.0,0.409,0.76774,1.252
79658,78514.0,,2.0,0.932,1.3092e-17,0.19402
94134,75415.0,,,0.596,5.513e-07,1.0412
55843,76117.0,,1.0,0.903,1.372e-08,0.13637
55114,70497.0,,2.0,0.442,0.019749,1.5717
93663,73910.0,,1.0,0.859,8.4436e-12,0.71744
84986,71085.0,,1.0,1.097,1.4213e-12,0.3409
57569,244867.0,,0.0,0.431,0.029187,1.1401
57584,71435.0,,1.0,0.203,1.0,0.95534
58504,239027.0,,1.0,0.921,3.4043e-09,0.59677
57636,58996.0,,0.0,0.22,0.99988,1.9852
83478,231532.0,1.0,1.0,0.833,3.9495e-10,0.15336
9938,232201.0,,1.0,0.336,0.94635,0.61934
23092,71302.0,1.0,1.0,0.276,0.99661,2.1135
201176,544817.0,,,0.567,0.0012114,1.6471
79822,268970.0,,1.0,0.856,2.629e-09,0.7847
9411,214137.0,1.0,1.0,0.249,0.99964,1.2111
257106,226652.0,,1.0,0.209,0.9999,-0.1023
57514,12549.0,2.0,2.0,0.192,0.99999,0.79672
9743,330914.0,,1.0,0.254,0.99978,1.8072
115703,233071.0,,1.0,0.406,0.028562,1.7984
2909,232906.0,,1.0,0.057,1.0,4.1633
158763,75404.0,,0.0,0.405,0.87324,1.1879
80728,223666.0,,,0.449,0.0081913,2.5239
393,171207.0,,,0.313,0.97693,0.68696
343578,545481.0,,,0.812,4.1535e-07,1.5303
143872,71544.0,,1.0,0.155,1.0,2.9649
9912,216831.0,,1.0,0.22,0.99988,2.3899
23526,70719.0,,1.0,,,
394,11855.0,,2.0,0.263,0.99862,2.2104
395,11856.0,,1.0,0.228,0.99845,1.8229
64333,216445.0,,,0.836,3.9385e-11,0.41428
396,192662.0,1.0,2.0,0.87,0.03642,1.2041
397,11857.0,,1.0,1.297,0.0006377,0.043754
398,14570.0,,,0.367,0.92154,0.0034914
9138,16801.0,1.0,2.0,0.342,0.76754,2.8274
9639,234094.0,0.0,1.0,0.976,6.7739e-30,-2.7213
55160,72754.0,,,0.442,0.00047308,1.5055
9826,213498.0,,2.0,0.215,1.0,1.6298
23365,69632.0,,2.0,0.179,1.0,3.2476
22899,442801.0,,1.0,0.665,1.66e-06,0.7145
27237,230972.0,,1.0,1.018,4.7056e-13,0.45611
9828,207212.0,,1.0,0.293,0.98445,0.74953
23370,102098.0,1.0,1.0,0.455,0.0017747,2.2479
128272,213649.0,,,1.151,3.9492e-20,0.96514
9181,16800.0,1.0,2.0,0.156,1.0,3.6056
115557,52666.0,,,0.851,2.9481e-10,0.93258
26084,622434.0,,0.0,0.99,1.8567e-14,-1.0188
64283,110596.0,,1.0,0.704,8.1044e-21,0.73419
50650,71704.0,,1.0,0.515,0.0040454,2.0807
100271715,381112.0,,0.0,0.598,7.7621e-06,1.7004
389337,328967.0,,,1.07,6.1367e-13,0.27084
54848,77669.0,,0.0,0.915,1.1352e-09,0.64872
84904,230098.0,,,1.278,1.1334e-10,0.5694
50649,226970.0,,2.0,0.553,0.0007357,1.3259
55701,268739.0,,,0.5,6.6277e-09,0.97947
7984,54324.0,,1.0,0.983,7.5872e-14,1.4654
9459,73341.0,,1.0,0.136,0.99998,1.3479
8874,54126.0,,1.0,0.187,0.99995,2.5727
23229,236915.0,1.0,1.0,0.151,0.9989,3.0427
8289,93760.0,2.0,2.0,0.071,1.0,3.6582
57492,239985.0,2.0,2.0,0.102,1.0,2.5854
196528,77044.0,2.0,1.0,0.096,1.0,2.7332
1820,13496.0,,2.0,0.276,0.99065,1.2683
10620,56380.0,,2.0,0.472,0.38022,1.2727
138715,550619.0,,,1.402,3.0544e-09,0.49298
5926,238247.0,,2.0,0.139,1.0,1.4478
51742,94246.0,,2.0,0.187,1.0,2.2906
10865,214855.0,,1.0,0.35,0.94518,1.669
84159,71371.0,,2.0,0.11,1.0,2.5999
25820,23806.0,,2.0,0.166,0.99997,4.5919
10425,23807.0,,2.0,0.283,0.99374,3.5771
646450,,,,,,-0.80914
400,104303.0,,,0.696,0.093716,2.1797
285598,56795.0,,1.0,1.229,0.00082222,0.98333
115761,219144.0,,,1.886,0.0052678,-0.094507
392509,74448.0,,,1.317,0.00059177,1.0495
200894,68146.0,1.0,2.0,1.037,2.6559e-09,-0.059241
80117,71619.0,,,1.892,1.2351e-06,-1.1098
120534,212772.0,,,0.693,0.37864,0.62955
644100,381142.0,,,1.23,0.034771,-0.18652
54622,218639.0,,1.0,1.196,0.00093584,0.71498
339231,70317.0,,,1.867,1.6932e-06,-0.72027
402,56327.0,0.0,,1.0,0.021417,1.0502
23568,107566.0,1.0,2.0,1.351,3.3482e-05,0.82591
403,56350.0,2.0,2.0,1.097,0.0014071,1.1563
10124,11861.0,,1.0,0.553,0.80528,0.46144
10123,320982.0,,,0.632,0.76081,2.4503
379,80981.0,,1.0,1.197,0.03757,1.9838
26225,75423.0,,0.0,0.798,0.1281,0.46675
221079,75869.0,,,1.048,0.0017521,1.4584
390790,217151.0,,1.0,0.759,0.30967,0.89883
84100,56297.0,2.0,2.0,0.917,0.01013,0.55514
23204,54208.0,1.0,1.0,0.777,0.022339,1.0717
51329,65105.0,,,0.95,0.00090784,-0.80788
10550,65106.0,,2.0,1.254,0.10381,0.37355
151188,65103.0,1.0,,1.047,0.018099,-1.7724
127829,68724.0,,,0.354,0.94173,2.9159
55207,67166.0,,1.0,0.649,0.12959,2.5008
132946,384185.0,,1.0,0.862,0.44485,0.074151
55156,74252.0,,,0.466,0.76284,1.3202
83787,67211.0,,,1.097,0.00012123,0.35301
221481,67645.0,,1.0,1.053,1.1597e-06,0.27213
84071,213402.0,1.0,2.0,0.79,2.4785e-09,0.73588
219681,70882.0,,1.0,0.906,3.5404e-13,0.90973
79798,233912.0,2.0,1.0,0.491,0.1075,1.7082
93436,76813.0,,,1.241,1.8352e-10,0.47641
79637,276905.0,,0.0,1.214,0.036089,-0.087501
25852,74125.0,,,0.172,0.99999,2.8797
80210,78795.0,1.0,,1.053,6.2032e-17,0.85132
51309,78248.0,,1.0,0.955,0.072672,1.8257
9823,67416.0,,,0.581,0.69249,1.514
51566,71703.0,,0.0,0.841,0.45882,1.7428
100131755,100503043.0,,,0.122,1.0,2.6373
64860,494468.0,,,0.889,0.033415,1.0357
54470,278097.0,,,1.186,0.11709,-0.9364
653354,100040933.0,,,,,
339541,381544.0,,,,,
101928603,666145.0,,,,,
79591,71617.0,,1.0,,,
145407,67419.0,,1.0,,,
79624,73419.0,,,,,
405,11863.0,,2.0,0.279,0.99581,2.2412
9915,11864.0,2.0,2.0,0.291,0.99142,1.9783
10552,56443.0,,1.0,0.416,0.73997,2.6525
10095,11867.0,1.0,1.0,0.645,0.010999,1.1799
10109,76709.0,,1.0,0.168,0.99769,2.7043
10094,56378.0,,1.0,0.683,0.21578,0.39467
10093,68089.0,1.0,1.0,0.265,0.97453,2.2098
10092,67771.0,,,0.526,0.8215,1.6256
81873,74192.0,,1.0,0.718,0.55377,1.2409
10776,59046.0,,1.0,0.608,0.77371,1.1997
10777,74100.0,,0.0,0.439,0.012016,0.26105
407,170735.0,0.0,1.0,0.589,0.10401,0.57247
408,109689.0,,2.0,0.262,0.99394,2.3563
409,216869.0,,2.0,0.444,0.50658,2.3847
92714,215705.0,,1.0,1.198,1.3606e-06,-0.11644
27106,70807.0,,1.0,1.282,2.1977e-09,0.77806
57561,105171.0,,1.0,0.286,0.98715,1.866
91947,66412.0,,1.0,1.128,1.7064e-07,0.61694
645432,76920.0,,1.0,1.454,0.0056909,-0.50583
410,11883.0,1.0,2.0,1.34,1.0893e-11,0.38013
411,11881.0,2.0,2.0,1.062,7.0009e-09,0.63089
22901,74008.0,1.0,2.0,1.147,6.3682e-10,0.89268
340075,545260.0,1.0,,1.414,5.958e-15,0.85264
79642,271970.0,,1.0,1.037,1.1319e-07,1.6877
153642,77041.0,1.0,1.0,1.084,3.9395e-10,-0.25043
417,11870.0,,1.0,1.732,5.1026e-12,-0.70661
106481723,11872.0,,1.0,,,
419,109979.0,,,1.425,5.1018e-15,0.14506
420,109978.0,,1.0,1.072,0.0015662,-0.14433
116969,11875.0,,,1.077,0.00045797,-0.59787
9048,11876.0,,1.0,1.025,0.35793,1.2174
64801,68865.0,1.0,2.0,1.255,3.5867e-06,0.19244
421,11877.0,2.0,1.0,0.823,5.0422e-11,-0.26979
170302,11878.0,2.0,2.0,0.389,0.90814,2.0538
57412,57344.0,,1.0,1.306,7.9768e-11,0.96206
427,11886.0,2.0,2.0,1.18,1.2588e-12,-2.2082
50807,13196.0,,2.0,0.188,1.0,3.3052
8853,211914.0,,,0.22,0.99996,2.3661
55616,230837.0,,,0.711,8.33e-12,1.3566
51665,65247.0,,1.0,0.939,0.0029925,1.2679
136371,117590.0,0.0,1.0,1.619,2.6403e-12,-0.31872
140456,68854.0,,,1.611,1.961e-06,-0.0022245
142689,70392.0,,,1.68,0.00069764,-0.92733
79754,142688.0,,,1.778,6.5212e-10,0.15085
142686,142687.0,,,1.691,1.1235999999999998e-22,0.42166
142685,78910.0,,,1.286,1.84e-15,0.552
