	gene_human	entrez_id_human	gene_mouse	MGI	MP
269	ADAM17	6868	Adam17	MGI:1096335	MP:0001186, MP:0003631, MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
270	ADAM18	8749	Adam18	MGI:105986	MP:0005386
271	ADAM19	8728	Adam19	MGI:105377	MP:0005369, MP:0005376, MP:0005379, MP:0005385, MP:0010768
272	ADAM1A	8759	Adam1a	MGI:2429504	MP:0005384, MP:0005389
273	ADAM1B	100420505	Adam1b	MGI:2429506	
274	ADAM2	2515	Adam2	MGI:1340894	MP:0005384, MP:0005389
275	ADAM20	8748	Adam20	MGI:2152342	MP:0005386
276	ADAM20	8748	Adam25	MGI:1345157	
277	ADAM20	8748	Adam39	MGI:3045694	
278	ADAM21	8747	Adam21	MGI:1861229	
279	ADAM22	53616	Adam22	MGI:1340046	MP:0003631, MP:0005378, MP:0005386, MP:0010768
280	ADAM23	8745	Adam23	MGI:1345162	MP:0005378, MP:0005382, MP:0005386, MP:0005390, MP:0010768
281	ADAM24P	646479	Adam24	MGI:105984	MP:0005389
282	ADAM28	10863	Adam28	MGI:105988	MP:0002006, MP:0005387, MP:0005397, MP:0010768
283	ADAM29	11086	Adam29	MGI:2676326	
284	ADAM30	11085	Adam30	MGI:1918328	
285	ADAM32	203102	Adam32	MGI:2653822	MP:0005375, MP:0005378, MP:0005386, MP:0005390, MP:0005391
286	ADAM33	80332	Adam33	MGI:1341813	MP:0005376
287	ADAM3A	1587	Adam3	MGI:102518	MP:0005389
288	ADAM5	255926	Adam5	MGI:104730	MP:0005389, MP:0005397
289	ADAM6	8755	Adam6a	MGI:2676316	
290	ADAM7	8756	Adam7	MGI:107247	MP:0005384, MP:0005387, MP:0005389
291	ADAM8	101	Adam8	MGI:107825	MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005387, MP:0005390, MP:0005397
292	ADAM9	8754	Adam9	MGI:105376	MP:0001186, MP:0002006, MP:0005376, MP:0005384, MP:0005385, MP:0005391, MP:0010771
293	ADAMDEC1	27299	Adamdec1	MGI:1917650	MP:0005376, MP:0005378, MP:0005381, MP:0005387, MP:0005397, MP:0010768
294	ADAMTS1	9510	Adamts1	MGI:109249	MP:0005367, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768
295	ADAMTS10	81794	Adamts10	MGI:2449112	MP:0005369, MP:0005378, MP:0005390, MP:0005391, MP:0010771
296	ADAMTS12	81792	Adamts12	MGI:2146046	MP:0002006, MP:0005379, MP:0005385, MP:0005389, MP:0005391
297	ADAMTS13	11093	Adamts13	MGI:2685556	MP:0005376, MP:0005387, MP:0005397, MP:0010768
298	ADAMTS14	140766	Adamts14	MGI:2179942	MP:0005387, MP:0005391
299	ADAMTS15	170689	Adamts15	MGI:2449569	MP:0005377, MP:0005389
300	ADAMTS16	170690	Adamts16	MGI:2429637	MP:0005375, MP:0005376, MP:0005379, MP:0005386, MP:0005389, MP:0005390
301	ADAMTS17	170691	Adamts17	MGI:3588195	MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005382, MP:0005390, MP:0010768, MP:0010771
302	ADAMTS18	170692	Adamts18	MGI:2442600	MP:0002006, MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005391
303	ADAMTS19	171019	Adamts19	MGI:2442875	MP:0005385
304	ADAMTS2	9509	Adamts2	MGI:1347356	MP:0005369, MP:0005376, MP:0005378, MP:0005382, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0010771
305	ADAMTS20	80070	Adamts20	MGI:2660628	MP:0001186, MP:0003631, MP:0005371, MP:0005380, MP:0005384, MP:0010771
306	ADAMTS3	9508	Adamts3	MGI:3045353	MP:0002006, MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
307	ADAMTS4	9507	Adamts4	MGI:1339949	MP:0003631, MP:0005386, MP:0005390
308	ADAMTS5	11096	Adamts5	MGI:1346321	MP:0005371, MP:0005386, MP:0005387, MP:0005390
309	ADAMTS6	11174	Adamts6	MGI:1347348	MP:0005367, MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010768
310	ADAMTS7	11173	Adamts7	MGI:1347346	MP:0005370, MP:0005376, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0005397
311	ADAMTS8	11095	Adamts8	MGI:1353468	
312	ADAMTS9	56999	Adamts9	MGI:1916320	MP:0001186, MP:0003631, MP:0005371, MP:0005378, MP:0005380, MP:0005385, MP:0005387, MP:0005391, MP:0010768, MP:0010771
313	ADAMTSL1	92949	Adamtsl1	MGI:1924989	
314	ADAMTSL2	9719	Adamtsl2	MGI:1925044	MP:0005369, MP:0005371, MP:0005376, MP:0005388, MP:0005390, MP:0010768
315	ADAMTSL3	57188	Adamtsl3	MGI:3028499	MP:0005367, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0005387, MP:0005389, MP:0005390, MP:0005397
316	ADAMTSL4	54507	Adamtsl4	MGI:2389008	MP:0001186, MP:0005386, MP:0005391, MP:0010771
317	ADAMTSL5	339366	Adamtsl5	MGI:1913798	MP:0005376, MP:0005386
318	ADAP1	11033	Adap1	MGI:2442201	MP:0003631, MP:0005376, MP:0005386, MP:0005387, MP:0005397
319	ADAP2	55803	Adap2	MGI:2663075	
320	ADAR	103	Adar	MGI:1889575	MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768, MP:0010771
321	ADARB1	104	Adarb1	MGI:891999	MP:0003631, MP:0005369, MP:0005378, MP:0005386, MP:0010768
322	ADARB2	105	Adarb2	MGI:2151118	MP:0005367, MP:0005379, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771
323	ADAT1	23536	Adat1	MGI:1353631	
324	ADAT2	134637	Adat2	MGI:1914007	
325	ADAT3	113179	Adat3	MGI:1924344	
326	ADCK1	57143	Adck1	MGI:1919363	MP:0005387
327	ADCK2	90956	Adck2	MGI:1889336	MP:0005367, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005386
328	ADCK5	203054	Adck5	MGI:2679274	MP:0005386
329	ADCY1	107	Adcy1	MGI:99677	MP:0001186, MP:0003631, MP:0005376, MP:0005386, MP:0005387, MP:0005397, MP:0010771
330	ADCY10	55811	Adcy10	MGI:2660854	MP:0005376, MP:0005384, MP:0005385, MP:0005389
331	ADCY2	108	Adcy2	MGI:99676	MP:0005376
332	ADCY3	109	Adcy3	MGI:99675	MP:0003631, MP:0005367, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005389, MP:0005394, MP:0005397, MP:0010768
333	ADCY4	196883	Adcy4	MGI:99674	
334	ADCY5	111	Adcy5	MGI:99673	MP:0005376, MP:0005386
335	ADCY6	112	Adcy6	MGI:87917	MP:0005367, MP:0005369, MP:0005376, MP:0005385, MP:0005386
336	ADCY7	113	Adcy7	MGI:102891	MP:0005381, MP:0005386, MP:0005387, MP:0010768
337	ADCY8	114	Adcy8	MGI:1341110	MP:0003631, MP:0005376, MP:0005378, MP:0005386
338	ADCY9	115	Adcy9	MGI:108450	MP:0003631, MP:0005370, MP:0005376, MP:0005377, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005397, MP:0010768
339	ADCYAP1	116	Adcyap1	MGI:105094	MP:0003631, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768
340	ADCYAP1R1	117	Adcyap1r1	MGI:108449	MP:0003631, MP:0005376, MP:0005378, MP:0005386, MP:0005387, MP:0005389, MP:0010768
341	ADD1	118	Add1	MGI:87918	MP:0003631, MP:0005378, MP:0005397, MP:0010768
342	ADD2	119	Add2	MGI:87919	MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005385, MP:0005386, MP:0005387, MP:0005397
343	ADD3	120	Add3	MGI:1351615	
344	ADGB	79747	Adgb	MGI:3605549	MP:0003631, MP:0005367, MP:0005369, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397
345	ADGRA1	84435	Adgra1	MGI:1277167	MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005390, MP:0010768
346	ADGRA2	25960	Adgra2	MGI:1925810	MP:0003631, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005388, MP:0010768
347	ADGRA3	166647	Adgra3	MGI:1917943	
348	ADGRB1	575	Adgrb1	MGI:1933736	MP:0003631, MP:0005376, MP:0005386, MP:0005387, MP:0005397
349	ADGRB2	576	Adgrb2	MGI:2451244	MP:0003631, MP:0005376, MP:0005386
350	ADGRB3	577	Adgrb3	MGI:2441837	MP:0003631, MP:0005386, MP:0010768
351	ADGRD1	283383	Adgrd1	MGI:3041203	MP:0005387, MP:0005389, MP:0005390
352	ADGRE1	2015	Adgre1	MGI:106912	MP:0005387, MP:0005397
353	ADGRE2	30817	Adgre5	MGI:1347095	MP:0005387, MP:0005397, MP:0010768
354	ADGRE4P	326342	Adgre4	MGI:1196464	
355	ADGRE5	976	Adgre5	MGI:1347095	MP:0005387, MP:0005397, MP:0010768
356	ADGRF1	266977	Adgrf1	MGI:1924846	
357	ADGRF2	222611	Adgrf2	MGI:2182728	
358	ADGRF3	165082	Adgrf3	MGI:2685887	
359	ADGRF4	221393	Adgrf4	MGI:1925499	MP:0005391, MP:0010768
360	ADGRF5	221395	Adgrf5	MGI:2182928	MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768
361	ADGRG1	9289	Adgrg1	MGI:1340051	MP:0003631, MP:0005379, MP:0005384, MP:0005386, MP:0005389
362	ADGRG2	10149	Adgrg2	MGI:2446854	MP:0005376, MP:0005379, MP:0005384, MP:0005389
363	ADGRG3	222487	Adgrg3	MGI:1859670	MP:0005384, MP:0005387, MP:0005397
364	ADGRG4	139378	Adgrg4	MGI:2685213	
365	ADGRG5	221188	Adgrg5	MGI:2685955	MP:0005376, MP:0005378
366	ADGRG6	57211	Adgrg6	MGI:1916151	MP:0003631, MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005390, MP:0010768
367	ADGRG7	84873	Adgrg7	MGI:2441732	MP:0005369, MP:0005378, MP:0005381, MP:0005385, MP:0005391
368	ADGRL1	22859	Adgrl1	MGI:1929461	MP:0003631, MP:0005386
369	ADGRL2	23266	Adgrl2	MGI:2139714	MP:0005385, MP:0005386, MP:0010768
370	ADGRL3	23284	Adgrl3	MGI:2441950	MP:0003631, MP:0005376, MP:0005386, MP:0010771
371	ADGRL4	64123	Adgrl4	MGI:2655562	MP:0002006, MP:0005370, MP:0005385, MP:0005386, MP:0005387, MP:0005391, MP:0005397, MP:0010771
372	ADGRV1	84059	Adgrv1	MGI:1274784	MP:0003631, MP:0005371, MP:0005377, MP:0005379, MP:0005386, MP:0005389, MP:0005390, MP:0005391, MP:0010768
373	ADH1A	124	Adh1	MGI:87921	MP:0005376, MP:0005378, MP:0010768
374	ADH1B	125	Adh1	MGI:87921	MP:0005376, MP:0005378, MP:0010768
375	ADH1C	126	Adh1	MGI:87921	MP:0005376, MP:0005378, MP:0010768
376	ADH4	127	Adh4	MGI:1349472	
377	ADH5	128	Adh5	MGI:87929	MP:0005376, MP:0005385, MP:0005386, MP:0005387, MP:0005397, MP:0010768
378	ADH6	130	Adh6b	MGI:2446626	
379	ADH7	131	Adh7	MGI:87926	MP:0003631, MP:0005376, MP:0005378, MP:0005386, MP:0005394, MP:0010768
380	ADHFE1	137872	Adhfe1	MGI:1923437	
381	ADI1	55256	Adi1	MGI:2144929	
382	ADIG	149685	Adig	MGI:2675492	MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005385, MP:0005391
383	ADIPOQ	9370	Adipoq	MGI:106675	MP:0005367, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768
384	ADIPOR1	51094	Adipor1	MGI:1919924	MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005391, MP:0005397
385	ADIPOR2	79602	Adipor2	MGI:93830	MP:0003631, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005397
386	ADISSP	54976	Adissp	MGI:1914576	MP:0005375, MP:0005376, MP:0005378, MP:0005384
387	ADK	132	Adk	MGI:87930	MP:0003631, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
388	ADM	133	Adm	MGI:108058	MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005397, MP:0010768, MP:0010771
389	ADM2	79924	Adm2	MGI:2675256	MP:0005367, MP:0005370, MP:0005376, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005397, MP:0010768
390	ADNP	23394	Adnp	MGI:1338758	MP:0003631, MP:0005380, MP:0010768
391	ADNP2	22850	Adnp2	MGI:2448562	MP:0003631, MP:0005367, MP:0005370, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768
392	ADO	84890	Ado	MGI:2685083	
393	ADORA1	134	Adora1	MGI:99401	MP:0003631, MP:0005367, MP:0005376, MP:0005378, MP:0005386, MP:0005388, MP:0005397
394	ADORA2A	135	Adora2a	MGI:99402	MP:0003631, MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005391, MP:0005397
395	ADORA2B	136	Adora2b	MGI:99403	MP:0003631, MP:0005376, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010768
396	ADORA3	140	Adora3	MGI:104847	MP:0005367, MP:0005376, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005391, MP:0005397
397	ADPGK	83440	Adpgk	MGI:1919391	MP:0005375, MP:0005378, MP:0005386, MP:0005390
398	ADPRH	141	Adprh	MGI:1098234	MP:0005387
399	ADPRHL1	113622	Adprhl1	MGI:2442168	MP:0005376
400	ADPRM	56985	Adprm	MGI:1913608	MP:0005376, MP:0005386
401	ADPRS	54936	Adprs	MGI:2140364	MP:0003631, MP:0005375, MP:0005376, MP:0005378, MP:0005390, MP:0010768
402	ADRA1A	148	Adra1a	MGI:104773	MP:0005369, MP:0005385
403	ADRA1B	147	Adra1b	MGI:104774	MP:0003631, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005389
404	ADRA1D	146	Adra1d	MGI:106673	MP:0003631, MP:0005369, MP:0005385, MP:0005386
405	ADRA2A	150	Adra2a	MGI:87934	MP:0003631, MP:0005376, MP:0005379, MP:0005385, MP:0005386, MP:0005389
406	ADRA2B	151	Adra2b	MGI:87935	MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005388, MP:0005389, MP:0010768
407	ADRA2C	152	Adra2c	MGI:87936	MP:0005386
408	ADRB1	153	Adrb1	MGI:87937	MP:0005376, MP:0005385, MP:0010768
409	ADRB2	154	Adrb2	MGI:87938	MP:0003631, MP:0005367, MP:0005370, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010771
410	ADRB3	155	Adrb3	MGI:87939	MP:0005375, MP:0005376, MP:0005378, MP:0005386
411	ADRM1	11047	Adrm1	MGI:1929289	MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010768
412	ADRM1	11047	Adrm1b	MGI:3642386	
413	ADSL	158	Adsl	MGI:103202	MP:0005376, MP:0005385, MP:0005391, MP:0010768
414	ADSS1	122622	Adssl1	MGI:87947	
415	ADSS2	159	Adss	MGI:87948	MP:0005376, MP:0005387, MP:0005397, MP:0010768
416	ADTRP	84830	Adtrp	MGI:1924596	MP:0005376, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768, MP:0010771
417	AEBP1	165	Aebp1	MGI:1197012	MP:0005370, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0010768, MP:0010771
418	AEBP2	121536	Aebp2	MGI:1338038	MP:0001186, MP:0005369, MP:0005371, MP:0005378, MP:0005381, MP:0005386, MP:0010768, MP:0010771
419	AEN	64782	Aen	MGI:1915298	
420	AFAP1	60312	Afap1	MGI:1917542	MP:0005379, MP:0005384, MP:0005386, MP:0010771
421	AFAP1L1	134265	Afap1l1	MGI:2147199	
422	AFAP1L2	84632	Afap1l2	MGI:2147658	MP:0005375, MP:0005376, MP:0005377, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397
423	AFDN	4301	Afdn	MGI:1314653	MP:0003631, MP:0005367, MP:0005370, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771
424	AFF1	4299	Aff1	MGI:1100819	MP:0003631, MP:0005378, MP:0005379, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768
425	AFF2	2334	Aff2	MGI:1202294	MP:0003631, MP:0005378, MP:0005386, MP:0010768
426	AFF3	3899	Aff3	MGI:106927	MP:0003631, MP:0005371, MP:0005376, MP:0005378, MP:0005381, MP:0005382, MP:0005386, MP:0005390, MP:0010768
427	AFF4	27125	Aff4	MGI:2136171	MP:0005367, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0010768, MP:0010771
428	AFG1L	246269	Afg1l	MGI:2148801	
429	AFG3L1P	172	Afg3l1	MGI:1928277	
430	AFG3L2	10939	Afg3l2	MGI:1916847	MP:0003631, MP:0005369, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005397, MP:0010768
431	AFM	173	Afm	MGI:2429409	MP:0005371, MP:0005386, MP:0005397
432	AFMID	125061	Afmid	MGI:2448704	MP:0005367, MP:0005376, MP:0005379, MP:0005386, MP:0005397
433	AFP	174	Afp	MGI:87951	MP:0005376, MP:0005379, MP:0005386, MP:0005389
434	AFTPH	54812	Aftph	MGI:1923012	MP:0005397, MP:0010768
435	AGA	175	Aga	MGI:104873	MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0010768, MP:0010771
436	AGAP1	116987	Agap1	MGI:2653690	MP:0005376, MP:0005377, MP:0005378, MP:0005382, MP:0005386, MP:0005390, MP:0005391, MP:0010768, MP:0010771
437	AGAP11	119385	Agap1	MGI:2653690	MP:0005376, MP:0005377, MP:0005378, MP:0005382, MP:0005386, MP:0005390, MP:0005391, MP:0010768, MP:0010771
438	AGAP2	116986	Agap2	MGI:3580016	MP:0005370, MP:0005376, MP:0005379, MP:0005384, MP:0010771
439	AGAP3	116988	Agap3	MGI:2183446	MP:0003631, MP:0005378, MP:0005386, MP:0010768
440	AGAP5	729092	Agap1	MGI:2653690	MP:0005376, MP:0005377, MP:0005378, MP:0005382, MP:0005386, MP:0005390, MP:0005391, MP:0010768, MP:0010771
441	AGAP7P	653268	Agap1	MGI:2653690	MP:0005376, MP:0005377, MP:0005378, MP:0005382, MP:0005386, MP:0005390, MP:0005391, MP:0010768, MP:0010771
442	AGAP9	642517	Agap1	MGI:2653690	MP:0005376, MP:0005377, MP:0005378, MP:0005382, MP:0005386, MP:0005390, MP:0005391, MP:0010768, MP:0010771
443	AGBL1	123624	Agbl1	MGI:3646469	MP:0003631, MP:0005375, MP:0005378, MP:0005385, MP:0005391
444	AGBL2	79841	Agbl2	MGI:2443254	
445	AGBL3	340351	Agbl3	MGI:1923473	
446	AGBL4	84871	Agbl4	MGI:1918244	MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005397, MP:0010768
447	AGBL5	60509	Agbl5	MGI:2441745	MP:0005379, MP:0005384, MP:0005387, MP:0005389, MP:0010768
448	AGER	177	Ager	MGI:893592	MP:0005367, MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397
449	AGFG1	3267	Agfg1	MGI:1333754	MP:0005384, MP:0005389
450	AGFG2	3268	Agfg2	MGI:2443267	MP:0005397
451	AGGF1	55109	Aggf1	MGI:1913799	MP:0002006, MP:0003631, MP:0005380, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0010768
452	AGK	55750	Agk	MGI:1917173	MP:0002006, MP:0005387, MP:0005397, MP:0010768
453	AGL	178	Agl	MGI:1924809	MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005385, MP:0005386, MP:0005388, MP:0005390, MP:0005391, MP:0010768
454	AGMAT	79814	Agmat	MGI:1923236	
455	AGMO	392636	Agmo	MGI:2442495	MP:0005376
456	AGO1	26523	Ago1	MGI:2446630	MP:0005378, MP:0005386, MP:0010768
457	AGO2	27161	Ago2	MGI:2446632	MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005384, MP:0005387, MP:0005397, MP:0010768, MP:0010771
458	AGO3	192669	Ago3	MGI:2446634	MP:0005386
459	AGO4	192670	Ago4	MGI:1924100	MP:0005379, MP:0005384, MP:0005389
460	AGPAT1	10554	Agpat1	MGI:1932075	MP:0003631, MP:0005367, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005389, MP:0005397, MP:0010768
461	AGPAT2	10555	Agpat2	MGI:1914762	MP:0005367, MP:0005370, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005382, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010768, MP:0010771
462	AGPAT3	56894	Agpat3	MGI:1336186	MP:0003631, MP:0005376, MP:0005379, MP:0005384, MP:0005389, MP:0005390, MP:0005391, MP:0010768
463	AGPAT4	56895	Agpat4	MGI:1915512	MP:0005375, MP:0005376, MP:0005378, MP:0005390
464	AGPAT5	55326	Agpat5	MGI:1196345	MP:0005370, MP:0005378, MP:0005379, MP:0005385, MP:0005387, MP:0005389, MP:0005397
465	AGPS	8540	Agps	MGI:2443065	MP:0005376, MP:0005379, MP:0005384, MP:0005389, MP:0005391, MP:0010768
466	AGR2	10551	Agr2	MGI:1344405	MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005397, MP:0010768
467	AGR3	155465	Agr3	MGI:2685734	
468	AGRN	375790	Agrn	MGI:87961	MP:0003631, MP:0005367, MP:0005369, MP:0005371, MP:0005378, MP:0005385, MP:0005386, MP:0005388, MP:0010768
469	AGRP	181	Agrp	MGI:892013	MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005386, MP:0010768
470	AGT	183	Agt	MGI:87963	MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005385, MP:0005386, MP:0005387, MP:0010768
471	AGTPBP1	23287	Agtpbp1	MGI:2159437	MP:0003631, MP:0005369, MP:0005377, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397
472	AGTR1	185	Agtr1a	MGI:87964	MP:0003631, MP:0005367, MP:0005375, MP:0005376, MP:0005378, MP:0005385, MP:0005386, MP:0005387, MP:0005397, MP:0010768
473	AGTR1	185	Agtr1b	MGI:87965	
474	AGTR2	186	Agtr2	MGI:87966	MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005390, MP:0010768
475	AGTRAP	57085	Agtrap	MGI:1339977	MP:0005367, MP:0005375, MP:0005376, MP:0005385, MP:0005387, MP:0005397
476	AGXT	189	Agxt	MGI:1329033	MP:0005367, MP:0005376
477	AGXT2	64902	Agxt2	MGI:2146052	MP:0005369, MP:0005376, MP:0005377, MP:0005385, MP:0010768
478	AHCTF1	25909	Ahctf1	MGI:1915033	MP:0005380, MP:0005384, MP:0005391, MP:0010768
479	AHCY	191	Ahcy	MGI:87968	MP:0005369, MP:0005376, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005397, MP:0010768
480	AHCY	191	Ahcyl	MGI:3643647	
481	AHCYL1	10768	Ahcyl1	MGI:2385184	MP:0005376, MP:0005379, MP:0005381, MP:0005390, MP:0005391, MP:0005397
482	AHCYL2	23382	Ahcyl2	MGI:1921590	
483	AHDC1	27245	Ahdc1	MGI:2444218	
484	AHI1	54806	Ahi1	MGI:87971	MP:0003631, MP:0005367, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005391, MP:0010768
485	AHNAK	79026	Ahnak	MGI:1316648	MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005387, MP:0005397, MP:0010768
486	AHNAK2	113146	Ahnak2	MGI:2144831	
487	AHR	196	Ahr	MGI:105043	MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005391, MP:0005397, MP:0010768, MP:0010771
488	AHRR	57491	Ahrr	MGI:1333776	MP:0002006, MP:0005376, MP:0005377, MP:0005391, MP:0005397
489	AHSA1	10598	Ahsa1	MGI:2387603	MP:0003631, MP:0005391
490	AHSA2P	130872	Ahsa2	MGI:1916133	MP:0005391
491	AHSG	197	Ahsg	MGI:107189	MP:0005369, MP:0005371, MP:0005376, MP:0005377, MP:0005378, MP:0005390
492	AHSP	51327	Ahsp	MGI:2158492	MP:0005378, MP:0005384, MP:0005387, MP:0005397
493	AICDA	57379	Aicda	MGI:1342279	MP:0005381, MP:0005384, MP:0005387, MP:0005397, MP:0010768
494	AIDA	64853	Aida	MGI:1919737	MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005381
495	AIF1	199	Aif1	MGI:1343098	MP:0003631, MP:0005376, MP:0005378, MP:0005385, MP:0005387, MP:0005390, MP:0005391, MP:0005397
